7327,"Omega 9, LLC","Springfield","172.73.27.27",150701773,"Storm Shelter at Eastport","East Peoria"
7326,"Oz'z LLC","Springfield","172.73.26.26",170700228,"Oz'z","Creve Coeur"
7325,"FP Barrelhead, LTD.","Springfield","172.73.25.25",130705337,"The Barrel Head","Springfield"
7324,"Aztca Mexican Grill, LLC","Springfield","172.73.24.24",140703329,"Aztca Mexican Grill","Springfield"
7323,"L & O Inc.","Springfield","172.73.23.23",120711584,"Marios Italian Restaurant","Springfield"
7322,"BSJ Incorporated","Springfield","172.73.22.22",120711751,"Mario's Pizza Company (North)","Springfield"
7321,"Dew Chilli Parlors of America, LLC No. 4 180701240","Springfield","172.73.21.21",180701240,"Dew Chilli Parlor Grill and Pub","Springfield"
7320,"JBMP Pizza, LLC","Springfield","172.73.20.20",180702983,"Rosati's Pizza","Springfield"
7319,"Max Inc. of Illinois","Springfield","172.73.19.19",140701171,"Ash Street Pub","Springfield"
7318,"KeRong Chen","Springfield","172.73.18.18",150703093,"Hunan Express","Springfield"
7317,"Dew Chilli Parlors of America, LLC No. 3 170703982","Springfield","172.73.17.17",170703982,"Dew Chilli Parlor No. 3","Springfield"
7316,"WK Spencer LLC","Springfield","172.73.16.16",190700640,"Royal 7's Gaming","Springfield"
7315,"MURAD RESTAURANT,LLC","Springfield","172.73.15.15",180700138,"Mariah's Restaurant","Springfield"
7314,"Dew Chilli Parlors of America LLC 180703020","Springfield","172.73.14.14",180703020,"Dew Chilli Parlors of America No 2","Springfield"
7313,"Westwoods Lodge of Sangamon County, Inc.","Springfield","172.73.13.13",120709066,"Westwoods Lodge Pub & Grill","Springfield"
7312,"Dynasty Asian Cuisine Inc.","Springfield","172.73.12.12",150703892,"Dynasty Asian Cuisine","Springfield"
7311,"J&M Family, Fun & Food, Inc. 130703604","Springfield","172.73.11.11",130703604,"Godfathers Pizza - Wabash","Springfield"
7310,"Spin 2 Win 4, Inc.","Springfield","172.73.10.10",180700717,"Spin 2 Win","Springfield"
7309,"J&M Family, Fun & Food, Inc. 120704057","Springfield","172.73.9.9",120704057,"Godfather's Pizza #14512","Springfield"
7308,"Coz's Pizza, Inc.","Springfield","172.73.8.8",120706484,"JT Costelloe's Pizza Pub & Grill","Springfield"
7307,"J&M Family, Fun & Food, Inc. 130701868","Springfield","172.73.7.7",130701868,"Godfather's Pizza - Chatham","Chatham"
7306,"Systems Management Group LLC","Springfield","172.73.6.6",190700313,"Hot Slots","Auburn"
7305,"Maxamillion's, Inc. 180701221","Springfield","172.73.5.5",180701221,"Maxamillion's, Inc. - Hull","Hull"
7304,"Cityscape Catering Corporation","Springfield","172.73.4.4",190702127,"Dac's Smokehouse","Peoria"
7303,"Fieldhouse, LLC","Springfield","172.73.3.3",130701185,"The Fieldhouse Bar & Grill","Peoria"
7302,"KLM Enterprises Inc.","Springfield","172.73.2.2",180700749,"Da Joint","Peoria"
7254,"Blackhawk Restaurant Group LLC 130703408","Springfield","172.7.254.254",130703408,"Emma's Eatery - SBPeoria #703","Peoria"
7253,"Famous City Bistro, Inc.","Springfield","172.7.253.253",120706976,"V.I.P. Lounge","Peoria"
7252,"Blackhawk Restaurant Group LLC 150702816","Springfield","172.7.252.252",150702816,"Emma's Eatery - BSBartonville #712","Bartonville"
7251,"The Approach, Inc.","Springfield","172.7.251.251",190702802,"The Approach Inc","Meredosia"
7250,"Maxamillion's, Inc. 160703252","Springfield","172.7.250.250",160703252,"Maxamillion's, Inc.","Jacksonville"
7249,"55 Development, LLC","Springfield","172.7.249.249",190702029,"Nancy's Pizza","Litchfield"
7247,"SELIKA INC.","Springfield","172.7.247.247",160702609,"Nikki's Place I","Hillsboro"
7246,"Dean 632, LLC","Springfield","172.7.246.246",150701393,"Shambolee Golf Course","Petersburg"
7245,"Hill Prairie Winery, Inc.","Springfield","172.7.245.245",190700569,"Hill Prairie Winery","Oakford"
7244,"Blackhawk Restaurant Group LLC 150700143","Springfield","172.7.244.244",150700143,"Emma's Eatery - CTNormal #708","Normal"
7243,"Blackhawk Restaurant Group LLC 150701652","Springfield","172.7.243.243",150701652,"Emma's Eatery - 1700PPNormal #711","Normal"
7242,"American Hungarian Family Society","Springfield","172.7.242.242",150700683,"American Hungarian Family Society","Bloomington"
7241,"JK Entertainment, LLC","Springfield","172.7.241.241",190700253,"JK Entertainment","Bloomington"
7240,"HOI Enterprises, LTD.","Springfield","172.7.240.240",200700969,"Sports Corner @ 124","Macomb"
7239,"Sula Enterprises, Inc.","Springfield","172.7.239.239","#N/A","#N/A","Possibly not live??"
7238,"Maxamillion's Inc. 190702303","Springfield","172.7.238.238","#N/A","Maxamillion's - Carlinville","Carlinville"
7237,"Spin 2 Win Inc.","Springfield","172.7.237.237","#N/A","Spin 2 Win Inc","Carlinville"
7236,"Four Star Family Restaurant, Inc.","Springfield","172.7.236.236","#N/A","Four Star Family Restaurant - Mt Zion","Mount Zion"
7235,"Door 4 Brewing Co.","Springfield","172.7.235.235","#N/A","Door 4 Brewing","Decatur"
7234,"Benny's Grill of Decatur, Inc.","Springfield","172.7.234.234","#N/A","Benny's Grill","Decatur"
7233,"J&M Family, Fun & Food, Inc. 130702614","Springfield","172.7.233.233","#N/A","Godfathers Pizza - Decatur","Decatur"
7232,"Buki & Lou Limani, Inc.","Springfield","172.7.232.232","#N/A","Diamond's Family Restaurant","Decatur"
7231,"Corner Gas Station, LLC","Springfield","172.7.231.231","#N/A","Corner Gas Station","Decatur"
7230,"Main Street Video Gaming, Inc.","Springfield","172.7.230.230","#N/A","Jake's Video Gaming II","Decatur"
7229,"Van Dyke Video Gaming, Inc","Springfield","172.7.229.229","#N/A","Jake's Video Gaming","Decatur"
7228,"Pearl's Entertainment Group, LLC","Springfield","172.7.228.228","#N/A","Pearl's - Decatur","Decatur"
7224,"Dos Alacranes Inc.","Springfield","172.7.224.224","#N/A","#N/A","Possibly not live??"
7223,"Lincoln Super Buffet Inc.","Springfield","172.7.223.223","#N/A","Happy Wok","Lincoln"
7222,"NL Enterprises, Inc. 150704302","Springfield","172.7.222.222","#N/A","Country Aire Restaurant","Atlanta"
7221,"LTR Inc.","Springfield","172.7.221.221","#N/A","Garden Restaurant - Lewistown","Lewistown"
7220,"Taylorville Country Kitchen Inc.","Springfield","172.7.220.220","#N/A","Taylorville Country Kitchen Inc.","Taylorville"
7219,"MIKAS ASSOCIATES INC.","Springfield","172.7.219.219","#N/A","#N/A","Possibly not live??"
7218,"Fork Restaurant Group Mt Vernon, LLC","Southern Illinois","172.7.218.218","#N/A","#N/A","Possibly not live??"
7217,"Fork Restaurant Group Mt Vernon 2 LLC","Southern Illinois","172.7.217.217","#N/A","Ruby's XVI - Mt. Vernon 2","Mount Vernon"
7216,"Bordertown Gaming Inc. 130706315","Rockford","172.7.216.216","#N/A","Bordertown Gaming","South Beloit"
7215,"Bordertown Gaming Inc. 140700692","Rockford","172.7.215.215","#N/A","Vegas Magic","South Beloit"
7214,"Blackhawk Restaurant Group LLC 130703328","Rockford","172.7.214.214","#N/A","Jena's Eatery - MSQSBeloit #402","South Beloit"
7213,"Pokie's Cafe, LLC","Rockford","172.7.213.213","#N/A","Pokie's Cafe","Rockton"
7212,"Bradley Bowl, Inc.","Rockford","172.7.212.212","#N/A","Forest Hills Lanes","Loves Park"
7211,"Blackhawk Restaurant Group LLC 120712924","Rockford","172.7.211.211","#N/A","Penny's Place - HCSycamore #401","Sycamore"
7210,"Eggslap Enterprises LLC","Rockford","172.7.210.210","#N/A","Charley's Video Gaming II","Dekalb"
7209,"Anna's Cafe LLC - Belvidere","Rockford","172.7.209.209","#N/A","Anna's Cafe - Belvidere","Belvidere"
7208,"Fork Restaurant Group Silvis, LLC","Princeton","172.7.208.208","#N/A","Emma's - Silvis #713","Silvis"
7207,"MHS & JJG Inc.","Princeton","172.7.207.207","#N/A","Byron Hills Golf Course","Port Byron"
7206,"Sefer Selmani","Princeton","172.7.206.206","#N/A","Amboy Family Restaurant","Amboy"
7205,"Parkway Club, Inc.","Princeton","172.7.205.205","#N/A","Sticks & Stone","Streator"
7204,"Imeri's Big Apple, Inc.","Princeton","172.7.204.204","#N/A","Imeri's Big Apple","Peru"
7203,"LIBERTY FAMILY RESTAURANT, INC.","Princeton","172.7.203.203","#N/A","Liberty Family Restaurant","Peru"
7202,"Mamas 4 Star Family Restaurant, Inc.","Princeton","172.7.202.202","#N/A","Four Star Family Restaurant - Peru","Peru"
7201,"Silver Oaks Enterprises EFF. Inc.","Princeton","172.7.201.201","#N/A","Tracy's - Peru","Peru"
7200,"Hi-Way Restaurant, Inc.","Princeton","172.7.200.200","#N/A","Hi-Way Restaurant","Ottawa"
7199,"Fork Restaurant Group Ottawa, LLC","Princeton","172.7.199.199","#N/A","Ruby's XIV - Ottawa","Ottawa"
7198,"J&S Aden Management Inc.","Princeton","172.7.198.198","#N/A","Lucky Cuts","La Salle"
7197,"Fork Restaurant Group Kewanee, LLC","Princeton","172.7.197.197","#N/A","Ruby's XIII - Kewanee","Kewanee"
7196,"Fletcher's Swansea, LLC","MetroEast","172.7.196.196","#N/A","Fletcher's Kitchen & Tap - Swansea","Swansea"
7195,"Fork Restaurant Group Swansea 2, LLC","MetroEast","172.7.195.195","#N/A","Gem's 2","Swansea"
7194,"Fork Restaurant Group Swansea, LLC","MetroEast","172.7.194.194","#N/A","Ruby's XI	 - Swansea","Swansea"
7193,"East St. Louis Knights Club, Inc.","MetroEast","172.7.193.193","#N/A","East St. Louis Knights Club, Inc.","O'Fallon"
7192,"Jackpots New Athens LLC","MetroEast","172.7.192.192","#N/A","Jackpots New Athens LLC","New Athens"
7191,"PEA Gaming LLC","MetroEast","172.7.191.191","#N/A","Smokin K's BBQ","Millstadt"
7190,"Fork Restaurant Group Fairview Heights, LLC","MetroEast","172.7.190.190","#N/A","Ruby's VII - Fairview Heights","Fairview Heights"
7189,"Caddyshack Saloon Inc.","MetroEast","172.7.189.189","#N/A","Caddyshack Saloon","Caseyville"
7188,"Fletcher's Belleville, Inc.","MetroEast","172.7.188.188","#N/A","Fletcher's Kitchen & Tap","Belleville"
7187,"Salije Asani","MetroEast","172.7.187.187","#N/A","Round Table Cafe","Belleville"
7186,"Fork Restaurant Group Belleville, LLC","MetroEast","172.7.186.186","#N/A","Ruby's VIII - Belleville","Belleville"
7185,"Fork Restaurant Group St Clair County, LLC","MetroEast","172.7.185.185","#N/A","Gem's I","Belleville"
7184,"Fork Restaurant Group Waterloo, LLC","MetroEast","172.7.184.184","#N/A","Ruby's X - Waterloo","Waterloo"
7183,"Fork Restaurant Group Wood River, LLC","MetroEast","172.7.183.183","#N/A","Ruby's IX - Wood River","Wood River"
7182,"Dooley's Entertainment, LLC","MetroEast","172.7.182.182","#N/A","Dooley's Entertainment","Troy"
7181,"E.B.V. Grab N Go Inc.","MetroEast","172.7.181.181","#N/A","Uncle Linny's Food & Brews","Pontoon Beach"
7180,"Jack's 5th Street Inc.","MetroEast","172.7.180.180","#N/A","Jack's 5th Street","Pontoon Beach"
7179,"Highland Hi Top Bowl, Inc.","MetroEast","172.7.179.179","#N/A","Highland Hi Top Bowl","Highland"
7178,"Spin 2 Win 3 Inc.","MetroEast","172.7.178.178","#N/A","Spin 2 Win 3 Inc.","Highland"
7177,"Singh Brothers, Inc.","MetroEast","172.7.177.177","#N/A","Unique Smoke Shop","Cottage Hills"
7176,"Fork Restaurant Group Alton, LLC","MetroEast","172.7.176.176","#N/A","Ruby's VI- Alton","Alton"
7175,"Bukerim Seferi","MetroEast","172.7.175.175","#N/A","Black Diamond Bar & Grill","East Gillespie"
7174,"Kahuna's Restaurant, Inc.","MetroEast","172.7.174.174","#N/A","Kahuna's Restaurant","Greenville"
7173,"Blackhawk Restaurant Group LLC 150702324","Libertyville","172.7.173.173","#N/A","Betty's Bistro - McHenryG #208","McHenry"
7172,"Qu's Place LLC","Libertyville","172.7.172.172","#N/A","Qu's Place","Zion"
7171,"Gorda, Inc.","Libertyville","172.7.171.171","#N/A","Linda's Family Restaurant","Winthrop Harbor"
7170,"T&T Entertainment, LLC 130704315","Libertyville","172.7.170.170","#N/A","Tracy's Bistro - Winthrop Harbor","Winthrop Harbor"
7169,"GOUNTANIS ENTERPRISES INC.","Libertyville","172.7.169.169","#N/A","Gojos","Waukegan"
7168,"BAR NIGHTCLUB LLC","Libertyville","172.7.168.168","#N/A","Red Iguana","Waukegan"
7167,"Graham C-Stores Co. 151001751","Libertyville","172.7.167.167","#N/A","Graham C-Stores Co Wadsworth","Wadsworth"
7166,"SUPER MART & LIQUOR, INC.","Libertyville","172.7.166.166","#N/A","Super Mart and Liquor","Wadsworth"
7165,"T&T Entertainment LLC 140702085","Libertyville","172.7.165.165","#N/A","Tracy's - Wadsworth","Wadsworth"
7164,"T & T Entertainment RLB1, Inc. 170701336","Libertyville","172.7.164.164","#N/A","Tracy's - Round Lake Beach","Round Lake Beach"
7163,"Blackhawk Restaurant Group LLC 160702377","Libertyville","172.7.163.163","#N/A","Penny's Place -  RLCommons #210","Round Lake Beach"
7162,"Dragon & Phoenix, Inc.","Libertyville","172.7.162.162","#N/A","Long Feng Restaurant","Round Lake Beach"
7161,"Blackhawk Restaurant Group LLC 160702376","Libertyville","172.7.161.161","#N/A","Betty's Bistro - RoundLakeBeach #209","Round Lake Beach"
7160,"Arton27, LLC","Libertyville","192.168.0.110","#N/A","#N/A","Possibly not live??"
7159,"Graham C-Stores Co. 150701849","Libertyville","172.7.159.159",150701849,"Shamrock Cafe","Lake Bluff"
7158,"Just Imagine Entertainment Inc.","Libertyville","172.7.158.158",130704951,"PMO Club","Lake Villa"
7157,"Johnny's Cafe, Inc.","Libertyville","172.7.157.157",180704188,"Johnny's Cafe","Fox Lake"
7156,"Blackhawk Restaurant Group LLC 130702441","Libertyville","172.7.156.156",130702441,"Betty's Bistro - ACAntioch #202","Antioch"
7155,"Tuckaway Development, LLC","Hickory Hills","172.7.155.155",150701753,"Tuckaway Golf","Crete"
7154,"Cardinal Creek LLC","Hickory Hills","172.7.154.154",170700101,"Cardinal Creek Golf Club","Beecher"
7153,"LFC Ventures, LLC","Kankakee","172.7.153.153",160701537,"The Brown Jug","Chenoa"
7152,"Shiva Gas 2 Inc.","Kankakee","172.7.152.152",170704028,"Marathon","Saunemin"
7151,"RAMENNENGA, LLC","Kankakee","172.7.151.151",170700020,"Quik Cash Gaming","Pontiac"
7150,"Silver Oaks South Inc.","Kankakee","172.7.150.150",160701588,"Tracy's - Pontiac","Pontiac"
7149,"Baby Bull's, Inc.","Kankakee","172.7.149.149",120700193,"Baby Bulls","Pontiac"
7148,"Baby Bull's West, Inc.","Kankakee","172.7.148.148",140701105,"Baby Bull's West","Pontiac"
7147,"Hana's Hospitality LLC","Kankakee","172.7.147.147",160700252,"Hana's","Bradley"
7146,"Betsys Romeoville Incorporated","Hickory Hills","172.7.146.146",180700874,"Betsy's Romeoville Inc.","Romeoville"
7145,"Blackhawk Restaurant Group LLC 130703682","Hickory Hills","172.7.145.145",130703682,"Penny's Place - CC2Romeoville #307","Romeoville"
7144,"Blackhawk Restaurant Group LLC 130700177","Hickory Hills","172.7.144.144",130700177,"Betty's Bistro - JolietCatonCrossing #303","Plainfield"
7143,"Buy Right Properties, LLC","Hickory Hills","172.7.143.143",190701347,"Badda Bings Italian Beef & Sausage","New Lenox"
7142,"Zin Cafe Inc.","Hickory Hills","172.7.142.142",180704332,"Zin Cafe","New Lenox"
7141,"T&A Manhattan Inc.","Hickory Hills","172.7.141.141",200700351,"Paradise Club","Manhattan"
7140,"Mia Entertainment Group Inc.","Hickory Hills","172.7.140.140",170701753,"Betsy's Bistro","Manhattan"
7139,"Blackhawk Restaurant Group LLC 130702804","Hickory Hills","172.7.139.139",130702804,"Penny's Place - RPLockport #306","Lockport"
7138,"Blackhawk Restaurant Group LLC 130702146","Hickory Hills","172.7.138.138",130702146,"Penny's Place - JCJoliet #304","Joliet"
7137,"Blackhawk Restaurant Group LLC 130702144","Hickory Hills","172.7.137.137",130702144,"Betty's Bistro - JolietWestRiver #302","Joliet"
7136,"KAMI4 Corp.","Hickory Hills","172.7.136.136",170702903,"Jack's Tap","Elwood"
7135,"T & T Restaurant Group Inc.","Hickory Hills","172.7.135.135",180701012,"Tracy's Cafe 14 - Crest Hill","Crest Hill"
7134,"Silver Hawk Restaurant Group Crest Hill LLC","Hickory Hills","172.7.134.134",190700019,"Sophia's Bistro","Crest Hill"
7133,"Blackhawk Restaurant Group LLC 130700046","Hickory Hills","172.7.133.133",130700046,"Betty's Bistro - CCCCrest #301","Crest Hill"
7131,"Silver D Inc.","Hickory Hills","172.7.131.131",160704130,"Silver Dollar Restaurant","Yorkville"
7130,"Cancun Cafe & Mexican Grill Corp.","Hickory Hills","172.7.130.130",190701394,"Cancun Cafe & Mexican Grill	","Yorkville"
7129,"Crown Pointe Amusement, LLC 150702681","Hickory Hills","172.7.129.129",150702681,"Tracy's - Yorkville 932","Yorkville"
7128,"Crown Pointe Amusement, LLC 130704272","Hickory Hills","172.7.128.128",130704272,"Tracy's - Yorkville 2635","Yorkville"
7127,"Run-A-Way Restaurant, Inc.","Hickory Hills","172.7.127.127","#N/A","#N/A","Possibly not live??"
7126,"PLP Holdings, LLC-Wings 1","Hickory Hills","172.7.126.126",190700092,"Wings Etc. Grill and Pub","Minooka"
7125,"Blackhawk Restaurant Group LLC 130704289","Hickory Hills","172.7.125.125",130704289,"Penny's Place - JCWestmont #109","Westmont"
7124,"Blackhawk Restaurant Group LLC 120712571","Hickory Hills","172.7.124.124",120712571,"Betty's Bistro - OTSOakbrook #101","Oakbrook Terrace"
7123,"Blackhawk Restaurant Group LLC 130700016","Hickory Hills","172.7.123.123",130700016,"Betty's Bistro - VCOakbrook #102","Oakbrook Terrace"
7122,"Blackhawk Restaurant Group LLC 130703407","Hickory Hills","172.7.122.122",130703407,"Penny's Place - 621ROakbrook Terrace #104","Oakbrook Terrace"
7121,"SILVER OAKS ILLINOIS BNS INC.","Hickory Hills","172.7.121.121",190701476,"TW Cafe","Aurora"
7120,"Silver Oaks Cafe Inc.","Hickory Hills","172.7.120.120",170701124,"Tracy's Bistro 8 - Aurora","Aurora"
7119,"Las Palmas of Westmont Inc.","Hickory Hills","172.7.119.119",200700339,"Las Palmas","Westmont"
7118,"Blackhawk Restaurant Group LLC 140701845","Hickory Hills","172.7.118.118",140701845,"Betty's Bistro - WCWestchester #111","Westchester"
7117,"Blackhawk Restaurant Group LLC 160700764","Hickory Hills","172.7.117.117",160700764,"Betty's Bistro - TinleyPark #615","Tinley Park"
7116,"CLD Investment Service Corp.","Hickory Hills","172.7.116.116",180702931,"Blissful Banana Cafe","Orland Park"
7115,"Fox's Orland Park Restaurant And Pub Inc.","Hickory Hills","172.7.115.115",180703317,"Fox's Orland Park Restaurant & Pub","Orland Park"
7114,"A. C. FOX, INC.","Hickory Hills","172.7.114.114",160701112,"Foxs Oak Lawn Pub","Oak Lawn"
7113,"F.A. Tailgators, Inc.","Hickory Hills","172.7.113.113",120706069,"Tailgators Sports Bar","Oak Lawn"
7112,"Blackhawk Restaurant Group LLC 130705845","Hickory Hills","172.7.112.112",130705845,"Penny's Place - OLPOaklawn #609","Oak Lawn"
7111,"Kappy's Oak Forest, Inc.","Hickory Hills","172.7.111.111",200701279,"Kappy's Irish Pub","Oak Forest"
7110,"Ocean Blue Restaurant Group Incorporated","Hickory Hills","172.7.110.110",140701721,"Tracy's - Oak Forest","Oak Forest"
7109,"ANNA'S CAFE LLC - NORTHLAKE","Schaumburg","172.7.109.109",150700125,"Anna's Cafe - Northlake","Northlake"
7108,"Anna's Cafe LLC - North Riverside","Hickory Hills","172.7.108.108",150703494,"Anna's Cafe - North Riverside","North Riverside"
7107,"Blackhawk Restaurant Group LLC 120712984","Hickory Hills","172.7.107.107",120712984,"Betty's Bistro - TPNRiverside #502","North Riverside"
7106,"Blackhawk Restaurant Group LLC 140701844","Hickory Hills","172.7.106.106",140701844,"Betty's Bistro - SPMerrionettePark #611","Merrionette Park"
7105,"Blackhawk Restaurant Group LLC 130701316","Hickory Hills","172.7.105.105",130701316,"Betty's Bistro - TPMelrose #501","Melrose Park"
7104,"Blackhawk Restaurant Group LLC 130702951","Hickory Hills","172.7.104.104",130702951,"Penny's Place -  MattesonPlaza #606","Matteson"
7103,"Pride Investments, LLC","Hickory Hills","172.7.103.103",180703131,"Egg Beater Cafe and Hall Of Fame Sports Lounge","Lyons"
